,nr,nc,factor,acc_mean,acc_std,time_mean,time_std
197,128,128,0.01,1.0,0.0,7.781982421875e-05,3.718412726379757e-06
198,128,128,0.001,1.0,0.0,7.848739624023437e-05,2.648056674368824e-06
199,128,128,0.0001,1.0,0.0,7.750988006591797e-05,1.4480862273273673e-06
200,128,128,1e-05,1.0,0.0,7.827281951904297e-05,2.716402805609192e-06
201,128,128,1e-06,1.0,0.0,7.750988006591797e-05,2.16278638289959e-06
202,128,128,1e-07,1.0,0.0,7.739067077636719e-05,2.596902619207402e-06
203,128,128,1e-08,1.0,0.0,7.679462432861329e-05,2.5577546943931885e-06
204,128,128,1e-09,1.0,0.0,7.624626159667969e-05,2.1924140801568318e-06
205,128,128,1e-10,0.98828125,0.03515625,7.641315460205078e-05,1.6249236308468568e-06
206,128,128,10000.0,1.0,0.0,7.815361022949219e-05,4.347855491659114e-06
207,128,128,100000000.0,1.0,0.0,7.762908935546876e-05,2.7746842433883964e-06
